time_period,season,ccg_nm,adn_dgnm,sex_cd,age_group,trns_cnt,ttl_trns_amt,업종 대분류
1.0,0.0,0.2913993618949017,0.28784961334360254,0.0,6.0,18,71600,양식
2.0,1.0,0.3095515114886265,0.27239369903133237,0.0,2.0,5,183500,주점
2.0,2.0,0.28708149028071417,0.3484322862802883,1.0,1.0,5,39800,한식
2.0,3.0,0.3133218919809332,0.32799803032424735,0.0,4.0,227,3872190,중식
2.0,2.0,0.3410034126156774,0.3700603770457044,0.0,3.0,13,491000,일식
2.0,1.0,0.28943273899943706,0.239876087279528,1.0,5.0,60,2105800,주점
2.0,1.0,0.30105717361236184,0.30100088385455065,0.0,3.0,266,1969620,양식
2.0,2.0,0.28738591990494883,0.2240221259080758,1.0,5.0,140,3260800,중식
2.0,2.0,0.2972852490943584,0.2909315835565749,0.0,5.0,2153,44261257,양식
0.0,3.0,0.30105717361236184,0.2974128838402597,0.0,5.0,1,55000,한식
2.0,1.0,0.3041758140561515,0.2407987453196706,1.0,4.0,10,262000,주점
2.0,1.0,0.284605236366718,0.29521027298405317,0.0,6.0,7,204000,주점
2.0,3.0,0.29190855299523194,0.3283435351292882,1.0,2.0,50,1059600,중식
2.0,1.0,0.30043485274898596,0.29053952177222375,0.0,5.0,8,187700,주점
1.0,2.0,0.2873508808325221,0.27053666495093437,1.0,8.0,1,7000,양식
0.0,1.0,0.30389048939083074,0.2681092969387618,1.0,2.0,1,51800,주점
2.0,0.0,0.30086534311805274,0.41207720392980135,0.0,7.0,11,32500,양식
1.0,2.0,0.3041758140561515,0.2407987453196706,1.0,4.0,11,159000,한식
1.0,0.0,0.30105717361236184,0.30100088385455065,0.0,6.0,9,214000,한식
2.0,0.0,0.32363698950215347,0.31421403915583057,1.0,3.0,134,5334000,한식
2.0,3.0,0.2636909283438781,0.2896580528600521,1.0,4.0,9,380000,일식
2.0,0.0,0.2777624408633689,0.27343460961938404,0.0,2.0,306,10750000,한식
1.0,3.0,0.2870261807201703,0.31928477652563514,1.0,4.0,1,6000,한식
2.0,2.0,0.28278421402254517,0.4794642389005678,1.0,4.0,470,1782300,양식
1.0,2.0,0.2831385549572643,0.26006254033717474,1.0,5.0,117,356700,양식
1.0,2.0,0.2913993618949017,0.2825748336118126,1.0,3.0,107,529200,한식
0.0,1.0,0.28541885793426114,0.2913295525176259,0.0,2.0,1,7000,양식
2.0,2.0,0.2898135303892191,0.32106112935914927,1.0,4.0,2,173000,주점
2.0,3.0,0.3022859040986899,0.29646344033281125,1.0,5.0,33,1000400,주점
0.0,3.0,0.2898135303892191,0.27203442522676335,0.0,5.0,1,13500,일식
1.0,1.0,0.2831385549572643,0.38588536466183937,1.0,2.0,1,8000,한식
1.0,1.0,0.3041758140561515,0.2680734649416609,1.0,4.0,18,231800,한식
0.0,2.0,0.270468890062538,0.2489500592645258,1.0,4.0,2,50000,일식
1.0,0.0,0.30770967361599655,0.30731465492935744,1.0,1.0,1,8600,양식
2.0,0.0,0.28708149028071417,0.3153105977510256,0.0,3.0,103,418700,양식
2.0,3.0,0.284605236366718,0.4142015851173263,0.0,5.0,5,79500,일식
0.0,3.0,0.27415616473949106,0.22835754377269618,1.0,4.0,3,85500,주점
2.0,2.0,0.34419277266060255,0.28978782588067376,1.0,6.0,19,189300,양식
2.0,2.0,0.313943929122366,0.27480354102566007,0.0,5.0,2080,14981500,양식
2.0,2.0,0.2928870606413812,0.22683110554953007,1.0,2.0,14,463400,일식
2.0,3.0,0.31501210362201376,0.400755336995001,0.0,6.0,11,176018,중식
2.0,2.0,0.30105717361236184,0.30100088385455065,1.0,3.0,1,13500,주점
2.0,1.0,0.28738591990494883,0.2240221259080758,0.0,5.0,230,2999720,양식
2.0,3.0,0.270468890062538,0.2595287359306258,1.0,4.0,77,1596400,중식
2.0,1.0,0.30105717361236184,0.2899892548881469,0.0,7.0,115,1549700,한식
2.0,1.0,0.3313552609992176,0.26910154011935306,1.0,3.0,10,223000,중식
2.0,2.0,0.3033485583126569,0.3229386904657585,0.0,6.0,16,543000,중식
2.0,1.0,0.3113035890430504,0.41838121733054634,0.0,6.0,268,19088900,한식
2.0,0.0,0.34419277266060255,0.2683032504136481,0.0,5.0,402,3375750,양식
2.0,2.0,0.30043485274898596,0.26770309815689913,0.0,3.0,4124,34408500,양식
0.0,2.0,0.2937105638666578,0.2684815898670874,0.0,4.0,12,519500,한식
2.0,0.0,0.30239157546187706,0.4182170534256137,1.0,5.0,7,480000,일식
0.0,1.0,0.2923097039804287,0.28639017952287743,0.0,1.0,1,27500,주점
2.0,2.0,0.3250680620933622,0.32106112935914927,1.0,5.0,54,674600,중식
2.0,3.0,0.313943929122366,0.289506918513901,0.0,4.0,1036,26438072,한식
1.0,1.0,0.303952054156296,0.2606959928075127,1.0,8.0,7,25300,양식
2.0,2.0,0.3113035890430504,0.3789819664655922,0.0,6.0,2,44000,중식
2.0,2.0,0.3133218919809332,0.2430274699529518,1.0,3.0,118,7989400,일식
2.0,3.0,0.28278421402254517,0.28425474817688334,1.0,3.0,857,7247570,양식
2.0,2.0,0.2831385549572643,0.3647843739758223,1.0,2.0,3,35600,양식
0.0,3.0,0.28399506263910707,0.27718552927639595,0.0,2.0,1,4500,양식
0.0,0.0,0.28541885793426114,0.25795292684059035,0.0,6.0,3,52500,한식
2.0,3.0,0.3033485583126569,0.3229386904657585,1.0,3.0,299,7896090,한식
0.0,2.0,0.2972852490943584,0.22776500553924017,0.0,5.0,4,146100,한식
1.0,2.0,0.30389048939083074,0.2773592596773811,1.0,4.0,3,44800,한식
2.0,0.0,0.28943273899943706,0.31759808764970493,1.0,6.0,110,438200,양식
2.0,0.0,0.2923097039804287,0.2637284602117329,0.0,3.0,32,1092200,주점
2.0,3.0,0.284605236366718,0.29521027298405317,1.0,2.0,47,2356400,일식
2.0,3.0,0.3250680620933622,0.3012558139194813,0.0,4.0,7,226000,일식
2.0,3.0,0.3113035890430504,0.2922014158978606,1.0,4.0,137,3215460,중식
1.0,1.0,0.28516829945536093,0.25537782513606017,1.0,2.0,1,123500,주점
0.0,1.0,0.29418079276132586,0.26903978198149026,0.0,3.0,3,76000,한식
2.0,3.0,0.27959804215356293,0.259780945782849,0.0,3.0,44,959900,중식
2.0,1.0,0.3095515114886265,0.2443034451356259,0.0,2.0,725,24361300,한식
0.0,1.0,0.2928870606413812,0.31504857035444517,0.0,4.0,1,2900,양식
2.0,2.0,0.30770967361599655,0.31778082119406875,1.0,8.0,24,75100,양식
1.0,1.0,0.33190095755155014,0.2845359629893816,0.0,4.0,1,5000,주점
2.0,3.0,0.2913993618949017,0.2740480925724381,0.0,2.0,2733,88004630,한식
2.0,1.0,0.30086534311805274,0.29121039638905266,1.0,2.0,29,1020700,일식
0.0,3.0,0.2936341644493487,0.22434709100228278,0.0,4.0,5,198700,주점
1.0,1.0,0.2867365272480098,0.2963004291771869,0.0,4.0,76,606200,한식
2.0,3.0,0.2777624408633689,0.306930656545425,1.0,7.0,26,515000,중식
2.0,0.0,0.3133218919809332,0.3070471280695155,1.0,6.0,70,2119600,일식
2.0,3.0,0.2848890887686061,0.32512440660074254,1.0,5.0,3,101900,주점
2.0,1.0,0.3101262549446101,0.415057692686383,1.0,1.0,1,3500,양식
1.0,0.0,0.29190855299523194,0.2492734157226657,0.0,3.0,1,3200,일식
2.0,0.0,0.3104321061719085,0.27931031474445667,1.0,8.0,24,101500,양식
2.0,3.0,0.3410034126156774,0.4014813307871035,1.0,5.0,167,3345500,중식
2.0,3.0,0.29195415351557913,0.23180149784391735,0.0,3.0,20,695300,주점
2.0,0.0,0.3033485583126569,0.31335002801215583,1.0,8.0,1,19500,양식
0.0,1.0,0.270468890062538,0.2595287359306258,0.0,4.0,1,26000,일식
1.0,0.0,0.2913993618949017,0.43245429065876423,1.0,8.0,2,10600,양식
1.0,2.0,0.28944699219314657,0.2941375083671785,1.0,3.0,38,85000,양식
2.0,2.0,0.34419277266060255,0.35027361913378424,1.0,7.0,75,546810,양식
2.0,2.0,0.29165482142116217,0.24524841825474852,0.0,5.0,93,5123250,일식
2.0,2.0,0.30086534311805274,0.2935179345867882,0.0,6.0,26,210000,양식
1.0,3.0,0.30239157546187706,0.30340493452490547,1.0,7.0,32,48000,양식
2.0,3.0,0.2965232184357257,0.33479950067168857,0.0,2.0,82,2198700,한식
2.0,3.0,0.30043485274898596,0.3088382568277413,1.0,7.0,1,22000,주점
2.0,3.0,0.2731117557402044,0.29890376427693405,0.0,7.0,102,4075500,한식
1.0,0.0,0.28767894699321445,0.2622933435218705,1.0,2.0,13,32000,양식
1.0,1.0,0.2921139805953464,0.25889830508275974,0.0,3.0,69,714900,한식
1.0,1.0,0.2848890887686061,0.273281616533075,0.0,6.0,3,78200,한식
2.0,3.0,0.303952054156296,0.277601949865353,1.0,6.0,11,523000,주점
2.0,2.0,0.28541885793426114,0.27538797435789436,0.0,6.0,1,7000,주점
2.0,1.0,0.3241728845769895,0.2584464493608496,1.0,2.0,1,7000,중식
2.0,3.0,0.2786349152350703,0.2785111951890552,1.0,6.0,57,924590,양식
2.0,2.0,0.29683861582708165,0.34231706639604376,0.0,6.0,184,4716224,한식
2.0,1.0,0.30086534311805274,0.24902864981084505,0.0,1.0,1,22000,중식
2.0,3.0,0.3104321061719085,0.390380309842993,1.0,6.0,42,1400300,한식
2.0,1.0,0.2972852490943584,0.3112526877440098,1.0,3.0,33,743000,일식
2.0,0.0,0.28516829945536093,0.27702224947919124,0.0,6.0,24,1700200,일식
1.0,2.0,0.2831385549572643,0.22395128438251743,1.0,4.0,66,469700,한식
2.0,2.0,0.27959804215356293,0.26650097647036075,0.0,1.0,29,150600,양식
2.0,2.0,0.3022859040986899,0.2316846921989571,1.0,6.0,6,194000,주점
2.0,0.0,0.31370792391557334,0.265561928875519,0.0,4.0,38,2124100,일식
1.0,3.0,0.28708149028071417,0.25888151295606354,0.0,8.0,1,10500,양식
2.0,1.0,0.28278421402254517,0.234000834782,0.0,7.0,175,5652100,한식
2.0,1.0,0.3133218919809332,0.32443603821077,0.0,8.0,1,35000,중식
2.0,0.0,0.30770967361599655,0.29225975730743675,1.0,2.0,173,1112900,양식
1.0,2.0,0.29683861582708165,0.33169634675828524,0.0,8.0,7,11000,양식
1.0,2.0,0.303952054156296,0.277601949865353,0.0,2.0,4,215900,한식
2.0,2.0,0.30770967361599655,0.30537777773135666,1.0,2.0,61,1655100,한식
1.0,2.0,0.28738591990494883,0.32261059369423656,1.0,3.0,5,52500,한식
1.0,0.0,0.33190095755155014,0.342317126036188,1.0,6.0,5,15500,양식
2.0,1.0,0.30389048939083074,0.40624044016290556,1.0,5.0,128,1520820,양식
2.0,2.0,0.270468890062538,0.40809157681152225,1.0,3.0,77,711990,양식
2.0,1.0,0.3313552609992176,0.26910154011935306,1.0,6.0,12,65900,양식
0.0,2.0,0.3241728845769895,0.34157048501268644,0.0,3.0,25,83100,양식
1.0,1.0,0.30086534311805274,0.27869390506197134,0.0,4.0,118,916400,한식
1.0,2.0,0.2972852490943584,0.24381992075818237,1.0,2.0,608,1526500,양식
2.0,0.0,0.2928870606413812,0.29247491979847506,0.0,2.0,8,330500,주점
1.0,0.0,0.2965232184357257,0.2902230681144471,1.0,4.0,81,213400,양식
0.0,1.0,0.2937105638666578,0.2771395321121395,0.0,3.0,1,26000,주점
1.0,3.0,0.305415244921692,0.32631958676275924,1.0,3.0,16,188500,한식
2.0,1.0,0.2636909283438781,0.2896580528600521,0.0,2.0,10,356500,일식
2.0,3.0,0.3065805591113989,0.2949412143719103,0.0,5.0,120,2805810,중식
2.0,2.0,0.2923097039804287,0.26770307541199057,1.0,5.0,1737,68138051,한식
2.0,0.0,0.2929614705730089,0.30921501898484255,0.0,5.0,566,15497890,한식
1.0,2.0,0.3041758140561515,0.36823288944643495,1.0,2.0,2,5000,양식
2.0,0.0,0.3095515114886265,0.31940613812991103,0.0,2.0,1,11000,중식
2.0,1.0,0.3101262549446101,0.2628468317103225,1.0,7.0,278,5568100,한식
1.0,0.0,0.3431231134600117,0.27380387933967365,0.0,4.0,32,603400,한식
2.0,3.0,0.2909647861804005,0.25128341303066887,0.0,7.0,3,47700,주점
2.0,2.0,0.28767894699321445,0.23882867671028712,0.0,3.0,2410,21154428,양식
0.0,3.0,0.2731117557402044,0.30043384737125556,0.0,4.0,2,106000,일식
2.0,1.0,0.31370792391557334,0.265561928875519,1.0,6.0,2830,105344390,한식
2.0,1.0,0.284605236366718,0.25925052868333626,1.0,4.0,112,2634000,중식
2.0,1.0,0.2921139805953464,0.30527343581811656,0.0,8.0,6,110200,양식
2.0,3.0,0.29038316002014286,0.2618465090236838,0.0,3.0,1219,31274950,한식
1.0,3.0,0.30239157546187706,0.2748903862757272,0.0,1.0,1,9000,한식
2.0,2.0,0.28738591990494883,0.2882479788310455,0.0,5.0,108,2121600,중식
1.0,1.0,0.2777624408633689,0.306930656545425,1.0,5.0,65,339850,양식
2.0,3.0,0.30770967361599655,0.34425417142660936,0.0,7.0,4,112000,중식
2.0,1.0,0.303952054156296,0.3083579454175705,0.0,5.0,52,1149000,중식
2.0,2.0,0.29038316002014286,0.3393380883459782,1.0,6.0,144,999700,양식
0.0,3.0,0.28516829945536093,0.26533950617235313,1.0,4.0,1,18500,주점
1.0,1.0,0.29038316002014286,0.26099068017080923,0.0,6.0,31,101800,양식
0.0,1.0,0.2777624408633689,0.3109680201702809,1.0,3.0,2,55000,주점
2.0,2.0,0.29418079276132586,0.41838121733054634,0.0,5.0,77,4606000,한식
2.0,0.0,0.2777624408633689,0.23182245175869562,0.0,6.0,4,48500,주점
1.0,0.0,0.30105717361236184,0.30647724490430084,1.0,6.0,14,155800,한식
2.0,2.0,0.30770967361599655,0.29225975730743675,0.0,6.0,44,1646000,중식
2.0,2.0,0.34824423527975024,0.2964456440911984,0.0,5.0,1258,10530250,양식
2.0,1.0,0.2913993618949017,0.24458241849788048,1.0,5.0,2,101000,주점
0.0,1.0,0.30770967361599655,0.34005781562720794,0.0,3.0,7,66250,양식
2.0,0.0,0.303952054156296,0.3137390590608022,0.0,7.0,78,2355500,한식
2.0,3.0,0.3250680620933622,0.35085098917214336,0.0,6.0,392,13646300,한식
2.0,2.0,0.2965232184357257,0.3331210298804008,1.0,4.0,96,1633000,중식
2.0,2.0,0.32363698950215347,0.232995215509065,0.0,6.0,23,699200,일식
2.0,3.0,0.2913993618949017,0.2539364457024595,0.0,5.0,1784,46480630,한식
2.0,2.0,0.2937105638666578,0.2771395321121395,1.0,5.0,451,9718800,한식
2.0,3.0,0.30770967361599655,0.29565883150191435,1.0,2.0,717,5015770,양식
2.0,1.0,0.2752088125599304,0.3224104965061199,0.0,7.0,4,210000,일식
2.0,1.0,0.3104321061719085,0.3292125769547086,0.0,3.0,293,7192560,한식
2.0,3.0,0.2913993618949017,0.26325544187073696,0.0,2.0,2,62000,주점
1.0,1.0,0.30770967361599655,0.30731465492935744,1.0,6.0,1,7000,중식
0.0,3.0,0.28738591990494883,0.32261059369423656,1.0,5.0,1,31400,주점
1.0,2.0,0.2972852490943584,0.25820862017787616,1.0,3.0,60,840200,양식
2.0,2.0,0.2928870606413812,0.35503953235343527,1.0,8.0,2,56000,일식
1.0,2.0,0.2972852490943584,0.5201008761861372,1.0,4.0,153,591250,양식
1.0,2.0,0.34824423527975024,0.29034679200148295,1.0,5.0,434,1714700,양식
1.0,2.0,0.2731117557402044,0.30043384737125556,1.0,2.0,1,8500,한식
2.0,3.0,0.30086534311805274,0.41589926207855604,0.0,6.0,181,4654160,한식
2.0,3.0,0.3022859040986899,0.3638653909555716,1.0,6.0,29,312600,양식
2.0,2.0,0.2923097039804287,0.27510542557403955,0.0,6.0,49,1889000,일식
2.0,3.0,0.29195415351557913,0.2728114719739227,1.0,7.0,96,2546800,한식
2.0,3.0,0.30043485274898596,0.2550781573945185,0.0,3.0,21,264800,양식
0.0,3.0,0.3410034126156774,0.283264147943573,0.0,3.0,6,249900,한식
2.0,1.0,0.3041758140561515,0.2790394200383821,1.0,2.0,5,93000,중식
0.0,2.0,0.29195415351557913,0.23739282191004332,1.0,6.0,1,19400,주점
2.0,2.0,0.305415244921692,0.324318846260723,0.0,5.0,3320,22314325,양식
2.0,2.0,0.2786349152350703,0.25707179015305726,1.0,3.0,186,14362500,일식
1.0,3.0,0.28767894699321445,0.3046884068471881,0.0,8.0,1,25500,한식
0.0,1.0,0.3313552609992176,0.3136424195526123,1.0,3.0,2,33500,중식
1.0,0.0,0.3022859040986899,0.33772246860179894,1.0,4.0,1,3000,양식
1.0,0.0,0.2921139805953464,0.251973690328574,1.0,5.0,60,185500,양식
0.0,3.0,0.28541885793426114,0.2913295525176259,1.0,4.0,4,13300,양식
2.0,3.0,0.31370792391557334,0.36685873134908353,1.0,1.0,2,146000,한식
2.0,1.0,0.28943273899943706,0.2846334035800271,1.0,6.0,553,4155950,양식
2.0,2.0,0.2831385549572643,0.22395128438251743,1.0,2.0,8,233600,일식
1.0,1.0,0.32363698950215347,0.3626112437939367,0.0,3.0,355,1286040,양식
1.0,3.0,0.28943273899943706,0.31759808764970493,0.0,2.0,12,97600,한식
2.0,2.0,0.28541885793426114,0.26760394567999424,1.0,1.0,8,106500,중식
1.0,0.0,0.2972852490943584,0.2586771125676618,1.0,7.0,32,289000,한식
1.0,2.0,0.3065805591113989,0.38504202046993546,0.0,3.0,5,25500,양식
2.0,1.0,0.27785564431369575,0.27040699526864836,0.0,6.0,15,333000,중식
2.0,3.0,0.30105717361236184,0.22243054667583798,1.0,2.0,71,1536300,중식
1.0,3.0,0.2831385549572643,0.23941312134794537,1.0,3.0,10,111400,한식
1.0,3.0,0.2873508808325221,0.2806331367487561,0.0,1.0,1,5500,양식
2.0,2.0,0.2921139805953464,0.25924804640590804,0.0,1.0,5,49200,양식
2.0,1.0,0.2870261807201703,0.30578286869932875,0.0,6.0,2,290000,주점
1.0,1.0,0.3250680620933622,0.3012558139194813,1.0,6.0,9,40500,양식
1.0,1.0,0.30239157546187706,0.2572918076284625,0.0,7.0,1,25000,한식
2.0,3.0,0.313943929122366,0.5201595294743661,0.0,2.0,2,13000,한식
2.0,2.0,0.2909647861804005,0.31139573226019246,0.0,4.0,18,767500,일식
2.0,2.0,0.3095515114886265,0.326727203076558,1.0,2.0,84,1866400,일식
2.0,0.0,0.2972852490943584,0.3112526877440098,1.0,2.0,20,387800,중식
1.0,1.0,0.3113035890430504,0.30762933813996785,0.0,5.0,7,47500,양식
2.0,3.0,0.3022859040986899,0.28086598173231975,0.0,3.0,8,212600,주점
2.0,2.0,0.27785564431369575,0.33460916355217935,1.0,1.0,8,189900,한식
2.0,3.0,0.28944699219314657,0.30267277901240036,0.0,5.0,260,1605800,양식
1.0,2.0,0.29683861582708165,0.30762412476001205,0.0,3.0,130,472500,양식
2.0,0.0,0.2972852490943584,0.296993238261859,1.0,3.0,569,15881730,한식
1.0,0.0,0.2731117557402044,0.24249264736680737,1.0,6.0,1,14000,중식
1.0,0.0,0.3095515114886265,0.2821048699807454,0.0,6.0,62,226800,양식
0.0,3.0,0.2909647861804005,0.25128341303066887,0.0,4.0,3,50000,한식
2.0,0.0,0.270468890062538,0.2595287359306258,0.0,5.0,612,21634335,한식
0.0,3.0,0.28399506263910707,0.24848852705679617,0.0,5.0,1,30500,중식
2.0,2.0,0.29195415351557913,0.3283434956912308,1.0,1.0,43,226700,양식
2.0,2.0,0.284605236366718,0.2935944128168197,0.0,2.0,170,3600900,한식
2.0,2.0,0.30239157546187706,0.2387651863842969,1.0,3.0,49,906570,중식
2.0,3.0,0.2929614705730089,0.2502151983910109,1.0,7.0,24,100500,양식
2.0,1.0,0.270468890062538,0.2644068380389604,0.0,8.0,13,323500,한식
2.0,0.0,0.2786349152350703,0.2889190349863395,0.0,5.0,371,12513180,한식
0.0,0.0,0.2720512816603624,0.2502342322136454,0.0,5.0,3,58000,한식
1.0,3.0,0.28399506263910707,0.31116338259419907,0.0,2.0,1,20000,한식
1.0,2.0,0.28738591990494883,0.2620596084243242,0.0,7.0,5,17000,양식
2.0,2.0,0.30770967361599655,0.22166900578941517,0.0,4.0,2444,15580072,양식
1.0,1.0,0.2961076762408007,0.24731725406578822,1.0,4.0,69,915300,한식
0.0,2.0,0.30043485274898596,0.26770309815689913,1.0,3.0,2,44750,중식
1.0,1.0,0.2752088125599304,0.32787107899439333,0.0,7.0,2,3000,양식
1.0,0.0,0.30296230924336176,0.3330308045254212,0.0,5.0,14,520000,한식
2.0,3.0,0.27785564431369575,0.28739314080188466,0.0,1.0,31,378300,양식
2.0,3.0,0.3095515114886265,0.2712133155658337,0.0,7.0,15,386000,중식
0.0,2.0,0.3431231134600117,0.3732357578692645,1.0,4.0,2,6000,양식
2.0,2.0,0.29190855299523194,0.348512787399374,0.0,2.0,3,49000,중식
2.0,2.0,0.28708149028071417,0.2953663673144175,1.0,1.0,6,355200,한식
1.0,0.0,0.28767894699321445,0.35264398534748786,0.0,5.0,4,34000,한식
2.0,1.0,0.3133218919809332,0.3598764910877927,1.0,7.0,44,2292500,일식
1.0,3.0,0.28541885793426114,0.29093718158825443,0.0,2.0,29,101100,양식
0.0,3.0,0.2972852490943584,0.2586771125676618,1.0,3.0,23,630500,한식
1.0,1.0,0.28278421402254517,0.28279570618832,0.0,3.0,425,1361090,양식
2.0,0.0,0.284605236366718,0.25925052868333626,0.0,6.0,525,16164600,한식
2.0,1.0,0.3104321061719085,0.44398836835732525,0.0,6.0,8,177000,중식
0.0,1.0,0.3241728845769895,0.3173006294278562,1.0,4.0,1,17400,주점
2.0,2.0,0.30086534311805274,0.24902864981084505,1.0,8.0,17,464000,중식
2.0,0.0,0.2961076762408007,0.3156888237871707,0.0,3.0,5,116000,중식
2.0,2.0,0.30086534311805274,0.22300677238131467,0.0,9.0,1,27000,한식
2.0,1.0,0.2831385549572643,0.23941312134794537,1.0,6.0,451,2718150,양식
2.0,3.0,0.2928870606413812,0.29086159690834057,0.0,2.0,486,12868130,한식
2.0,1.0,0.28516829945536093,0.25537782513606017,0.0,4.0,291,5868900,일식
0.0,2.0,0.2928870606413812,0.29247491979847506,1.0,4.0,1,63700,주점
2.0,0.0,0.30770967361599655,0.30731465492935744,0.0,5.0,2,86500,주점
0.0,0.0,0.2909647861804005,0.25128341303066887,1.0,2.0,2,31000,한식
2.0,2.0,0.28944699219314657,0.2941375083671785,1.0,6.0,93,460300,양식
2.0,2.0,0.305415244921692,0.26129533359076695,1.0,8.0,18,1039500,한식
2.0,0.0,0.313943929122366,0.2235402614771026,1.0,5.0,9,541800,일식
0.0,3.0,0.2965232184357257,0.2306690179211531,0.0,5.0,1,63500,주점
2.0,0.0,0.29683861582708165,0.30550863254616967,0.0,3.0,16,932900,일식
1.0,2.0,0.30770967361599655,0.31778082119406875,0.0,5.0,65,621600,한식
1.0,0.0,0.2720512816603624,0.2612090354234408,1.0,3.0,8,80000,한식
2.0,1.0,0.2777624408633689,0.27343460961938404,0.0,3.0,130,3093160,주점
0.0,0.0,0.2923097039804287,0.28639017952287743,1.0,4.0,2,44000,한식
2.0,0.0,0.28399506263910707,0.2556126742958987,0.0,6.0,68,2098500,중식
2.0,1.0,0.2867365272480098,0.2737428676358956,1.0,6.0,738,16438090,한식
2.0,0.0,0.31501210362201376,0.43361948526507693,1.0,2.0,13,114200,양식
1.0,0.0,0.31501210362201376,0.2029005574581681,1.0,4.0,28,459000,한식
2.0,1.0,0.2936341644493487,0.1943746370521344,1.0,4.0,1,38000,주점
1.0,1.0,0.2961076762408007,0.24731725406578822,0.0,6.0,13,181000,한식
2.0,0.0,0.2921139805953464,0.25889830508275974,1.0,7.0,5,180100,주점
2.0,2.0,0.27959804215356293,0.231671974881703,1.0,3.0,5,100000,주점
2.0,3.0,0.284605236366718,0.2701499149658833,0.0,2.0,4,141600,주점
0.0,3.0,0.28767894699321445,0.29290482678516155,1.0,6.0,1,7000,한식
2.0,1.0,0.2965232184357257,0.2711432190771544,1.0,3.0,1160,9266930,양식
1.0,2.0,0.3113035890430504,0.2585428661718651,1.0,3.0,68,192700,양식
0.0,3.0,0.2936341644493487,0.2983362610797469,0.0,3.0,2,132000,한식
2.0,3.0,0.33190095755155014,0.2923262648401771,1.0,4.0,2661,16654460,양식
1.0,2.0,0.28399506263910707,0.3152313730759581,0.0,8.0,1,25500,한식
1.0,2.0,0.2923097039804287,0.26675713432845843,0.0,2.0,1,19800,주점
2.0,2.0,0.3095515114886265,0.2712133155658337,0.0,2.0,1109,37523325,한식
1.0,2.0,0.27415616473949106,0.27480351662371755,0.0,2.0,1,11000,주점
2.0,0.0,0.30043485274898596,0.26770309815689913,1.0,4.0,1178,36034418,한식
2.0,2.0,0.28767894699321445,0.31116333179120576,0.0,3.0,103,3084000,중식
2.0,1.0,0.30105717361236184,0.2489284141188696,1.0,6.0,3,257500,일식
2.0,2.0,0.2937105638666578,0.2684815898670874,1.0,2.0,31,1066600,주점
2.0,2.0,0.3133218919809332,0.32799803032424735,1.0,2.0,1054,9038070,양식
1.0,2.0,0.28708149028071417,0.26024238740357347,1.0,6.0,45,515900,한식
2.0,2.0,0.3113035890430504,0.37529813033297166,0.0,2.0,13,462000,중식
2.0,2.0,0.2964279505003217,0.29461648307134963,0.0,1.0,36,203700,양식
1.0,0.0,0.3133218919809332,0.32799803032424735,0.0,6.0,17,191600,한식
2.0,0.0,0.33190095755155014,0.5679402928359121,1.0,4.0,71,1474100,양식
2.0,0.0,0.30789741395079523,0.3023875010210607,1.0,7.0,121,923600,양식
2.0,1.0,0.30770967361599655,0.29225975730743675,1.0,3.0,34,3575500,일식
2.0,0.0,0.28278421402254517,0.33696779006633765,0.0,6.0,34,547500,양식
1.0,0.0,0.284605236366718,0.24683767978640908,1.0,4.0,69,698000,한식
2.0,3.0,0.29038316002014286,0.2754626463133223,0.0,5.0,12,425800,주점
1.0,3.0,0.2831385549572643,0.23941312134794537,0.0,4.0,37,449400,한식
1.0,1.0,0.2964279505003217,0.2533324200719529,1.0,6.0,114,1408000,한식
1.0,3.0,0.2917792185458611,0.28326412380205857,0.0,7.0,10,34300,양식
1.0,0.0,0.29195415351557913,0.2728114719739227,0.0,2.0,1,10000,일식
0.0,2.0,0.28278421402254517,0.29413256711607566,0.0,3.0,2,5400,양식
2.0,0.0,0.2909647861804005,0.31498456556925375,0.0,4.0,338,1934500,양식
2.0,3.0,0.28516829945536093,0.3422729060299234,1.0,7.0,19,347500,중식
0.0,1.0,0.28750835805659214,0.26916950667291556,0.0,3.0,2,25500,한식
2.0,1.0,0.28944699219314657,0.22578841882978687,1.0,5.0,187,5455600,주점
2.0,1.0,0.2752088125599304,0.26534661255882913,0.0,2.0,108,4424550,일식
1.0,2.0,0.3065805591113989,0.4405483530879558,0.0,2.0,17,57500,양식
2.0,0.0,0.28750835805659214,0.3009086426923824,1.0,4.0,19,410500,중식
2.0,0.0,0.2898135303892191,0.32106112935914927,0.0,6.0,172,5585370,한식
2.0,1.0,0.3241728845769895,0.3173006294278562,1.0,5.0,9,417300,주점
2.0,2.0,0.3316133225484665,0.30903591325721513,1.0,2.0,12,399200,주점
1.0,3.0,0.2720512816603624,0.21030241550428747,0.0,5.0,2,13000,한식
2.0,2.0,0.305415244921692,0.4083599036063903,0.0,4.0,517,13118960,한식
1.0,3.0,0.34824423527975024,0.30484648861929176,0.0,3.0,37,419200,한식
1.0,2.0,0.28399506263910707,0.27395077447858174,0.0,2.0,166,459100,양식
2.0,1.0,0.29683861582708165,0.31759804670113795,1.0,5.0,11,358500,주점
2.0,3.0,0.2831385549572643,0.2617417198379835,0.0,9.0,2,38000,한식
1.0,0.0,0.2965232184357257,0.2920579284354683,1.0,3.0,10,131500,한식
1.0,0.0,0.28399506263910707,0.2556126742958987,1.0,7.0,7,164000,한식
